0;0;2;0;27;7379;3513;6157;4022;570;251;0
2;0;1;0;178;4683;5240;5809;1396;143;143;0
0;0;0;53;334;6485;9175;3981;930;277;1576;0
0;0;0;8;138;7795;9157;2228;1663;1064;0;0
0;0;0;6;6;7712;10900;6447;5345;81;55;44
0;17;35;37;98;8270;6619;3197;4645;1256;86;0
0;0;0;8;507;8025;7837;6497;6410;1798;860;0
0;247;0;0;155;7025;5086;8985;4867;3987;183;0
0;0;20;1;3325;3445;2558;3630;884;30;424;0
73;0;1;0;20;6300;8922;3992;2530;1035;113;54
172;29;0;35;20;3647;6215;2890;1825;250;1;0
0;0;0;20;0;8190;9019;4463;2966;522;98;0
0;0;0;61;145;8162;10333;2488;2086;156;494;4
0;11;0;0;20;3052;14056;3241;3577;20;1;0
0;0;3;0;0;5530;8737;4641;2811;257;4;0
2;0;13;65;1165;7347;4187;4402;984;293;241;0
281;0;0;0;3;3325;8800;9932;4240;369;0;0
0;0;0;0;35;7809;7350;2808;2451;2536;829;12
0;22;0;17;4;6609;8764;7457;2416;993;30;0
3;0;2;123;41;8125;5689;3965;1870;1571;133;200
0;6;0;0;151;9942;4061;3577;5294;1486;6;0
0;0;0;15;15;3752;16009;6805;2096;4277;549;362
0;0;0;4;419;5327;10785;2521;3933;2071;46;74
0;0;0;123;1465;7512;7385;6042;3902;1471;103;252
1;0;5;0;1;10863;6825;7505;3355;202;678;0
2;0;0;1;0;8257;7187;4256;3883;265;16;2
0;0;0;0;291;11206;5405;4778;3901;306;1000;0
0;55;0;276;6;9225;12835;1981;3467;1381;0;13
0;6;0;15;798;10451;6167;5667;3183;4278;462;0
0;0;27;11;0;4692;10625;5365;2096;382;230;0
45;46;56;0;29;7410;7765;7117;2541;2093;292;3
172;0;10;6;22;4638;4587;1893;1363;432;0;17
0;0;0;40;0;11435;9147;3587;2471;212;11;39
40;0;1;1;1728;7280;9385;1813;4153;1034;148;0
0;0;1;0;176;5272;12311;4402;470;1224;5;0
61;0;0;3;0;6805;9892;5497;2796;282;50;0
0;0;0;24;305;7360;6927;5947;3871;285;2001;106
25;0;0;690;91;3506;8985;7670;4190;740;0;12
91;0;0;5;17;5407;10075;7504;4398;629;1768;0
0;0;0;0;885;4530;9525;5369;9534;532;32;0
0;0;0;4;138;3898;9752;2123;6555;818;60;0
0;0;3;101;108;8827;12236;3232;895;3107;419;0
0;0;0;8;95;6535;7605;3053;1080;1423;0;6
0;0;0;55;2;8824;12704;5659;1656;1475;0;0
0;51;18;51;20;5590;13726;8727;5935;136;0;60
6;0;0;32;128;8514;9032;11485;3548;2428;75;0
0;3;0;35;1236;8479;10356;5405;3993;1613;435;0
0;0;0;40;192;5475;9132;8710;878;955;865;0
10;0;0;6;277;9420;9832;12348;3495;564;59;0
0;0;0;13;143;7605;8704;5505;4683;2523;128;0
0;0;0;0;472;10114;8214;3561;2293;637;98;0
0;148;0;15;1651;6879;13058;5485;2962;1941;15;0
10;0;0;8;1085;4140;9552;6339;4912;415;35;1055
1;0;1;6;167;6655;9657;11950;2548;884;143;0
0;0;0;0;46;7634;6985;6910;3298;2706;257;1
81;0;0;58;4;5957;8757;4820;1323;1;75;630
0;1;0;2;661;3846;10366;2098;2926;440;1340;6
0;0;18;8;78;7820;10064;2946;3492;784;8;151
0;0;1;120;20;4522;7675;2043;1931;966;27;0
0;0;0;8;8;6310;10575;3917;5610;187;267;3
0;0;0;4;585;9917;7772;8667;2398;475;0;0
0;0;0;2;607;9240;4681;5315;3162;292;60;0
0;11;0;25;105;7532;5375;2013;1071;22;469;0
0;3;0;5;50;3707;8060;8932;4028;735;30;0
50;0;0;70;849;5905;10376;6335;2253;1893;0;0
0;0;0;8;86;8185;9179;7059;5532;1750;75;0
0;0;13;0;60;5237;10323;5597;3175;27;589;0
0;0;5;0;177;4812;13005;4567;3537;266;815;6
0;0;0;45;1075;9555;9047;4448;3007;512;267;0
0;6;6;0;10;7750;6504;5067;2821;93;1035;0
1;0;0;46;11;8139;6097;6670;1878;166;91;236
0;0;0;0;16;6275;8340;5490;5874;387;133;0
0;0;0;0;60;7110;9340;5622;1756;240;986;0
0;0;0;1;12;5464;11173;12621;6295;1025;29;17
0;11;4;4;6;7600;9490;4050;2743;625;11;0
0;0;1;10;450;10037;7287;5575;1670;1613;6;0
0;0;0;1;10;6780;2916;5225;580;113;266;12
0;6;0;10;91;6870;8032;9009;1503;1258;56;167
0;0;0;50;0;4860;12470;5577;5807;760;0;0
1;0;6;41;60;8299;9122;5494;2647;813;10;1
0;0;12;0;2600;8060;5387;9575;3936;1430;116;0
0;0;0;37;53;7565;10415;4447;824;167;43;8
0;0;0;0;98;5245;6092;7977;2838;664;17;0
0;0;8;5;108;6024;9522;4307;6404;1405;35;17
216;0;0;81;96;8105;8267;4070;3158;965;3;0
203;0;0;17;96;3176;7897;3316;3158;1435;11;0
18;0;0;2;22;5180;10134;3191;2931;2421;20;4
153;0;65;16;6;7445;7662;6324;2540;213;344;277
0;0;0;0;118;7627;7600;5947;4965;3165;452;1
0;5;0;0;1166;9485;7622;1981;3032;1441;3;0
0;0;0;2;1755;6914;10192;6280;1169;730;20;32
263;0;0;13;656;5117;6742;4652;1643;843;4;0
0;0;20;75;221;8537;2578;5975;1693;684;44;2
37;40;2;3;0;8087;8899;3931;2353;311;37;0
0;0;0;0;834;5852;7715;6419;2016;497;138;0
77;13;0;56;102;6538;9697;4978;4818;762;0;2
0;0;236;0;2064;5953;7783;6506;4173;2826;118;0
5;12;0;5;197;9144;6811;7620;5872;150;185;1
0;4;332;15;57;7745;6663;5076;5000;94;14;45
0;0;2;0;31;3333;10726;2188;3294;2568;1005;0
46;0;24;25;71;6791;11382;6170;4746;1613;928;11
0;0;0;50;6;8150;11196;6679;4320;813;115;0
